state,district,crop_year,season,crop,area,production
Bihar,SIWAN,2000,Rabi       ,Rapeseed &Mustard,1949.0,2068.0
Bihar,SIWAN,2000,Rabi       ,Safflower,2.0,2.0
Bihar,SIWAN,2000,Rabi       ,Wheat,97531.0,201281.0
Bihar,SIWAN,2000,Summer     ,Maize,3331.0,7291.0
Bihar,SIWAN,2000,Summer     ,Rice,254.0,470.0
Bihar,SIWAN,2000,Whole Year ,Banana,318.0,6678.0
Bihar,SIWAN,2000,Whole Year ,Garlic,58.0,57.0
Bihar,SIWAN,2000,Whole Year ,Onion,364.0,2865.0
Bihar,SIWAN,2000,Whole Year ,Potato,3871.0,34314.0
Bihar,SIWAN,2000,Whole Year ,Sugarcane,4868.0,174692.0
Bihar,SIWAN,2000,Whole Year ,Sweet potato,77.0,707.0
Bihar,SIWAN,2000,Whole Year ,Turmeric,1.0,1.0
Bihar,SIWAN,2001,Autumn     ,Maize,12271.0,20069.0
Bihar,SIWAN,2001,Autumn     ,Rice,63628.0,82717.0
Bihar,SIWAN,2001,Kharif     ,Arhar/Tur,3136.0,3835.0
Bihar,SIWAN,2001,Kharif     ,Bajra,19.0,14.0
Bihar,SIWAN,2001,Kharif     ,Jute,9.0,60.0
Bihar,SIWAN,2001,Kharif     ,Mesta,25.0,162.0
Bihar,SIWAN,2001,Kharif     ,Moong(Green Gram),4.0,2.0
Bihar,SIWAN,2001,Kharif     ,Ragi,1656.0,2237.0
Bihar,SIWAN,2001,Kharif     ,Rice,183.0,375.0
Bihar,SIWAN,2001,Kharif     ,Sesamum,147.0,90.0
Bihar,SIWAN,2001,Kharif     ,Small millets,1299.0,987.0
Bihar,SIWAN,2001,Kharif     ,Sunflower,6.0,7.0
Bihar,SIWAN,2001,Kharif     ,Urad,278.0,140.0
Bihar,SIWAN,2001,Rabi       ,Barley,704.0,752.0
Bihar,SIWAN,2001,Rabi       ,Gram,236.0,390.0
Bihar,SIWAN,2001,Rabi       ,Linseed,259.0,256.0
Bihar,SIWAN,2001,Rabi       ,Maize,4601.0,12128.0
Bihar,SIWAN,2001,Rabi       ,Masoor,494.0,535.0
Bihar,SIWAN,2001,Rabi       ,Peas & beans (Pulses),1162.0,1148.0
Bihar,SIWAN,2001,Rabi       ,Rapeseed &Mustard,1988.0,1529.0
Bihar,SIWAN,2001,Rabi       ,Wheat,93941.0,208778.0
Bihar,SIWAN,2001,Summer     ,Maize,3454.0,8117.0
Bihar,SIWAN,2001,Summer     ,Rice,45900.0,48355.0
Bihar,SIWAN,2001,Whole Year ,Banana,941.0,14021.0
Bihar,SIWAN,2001,Whole Year ,Onion,356.0,2965.0
Bihar,SIWAN,2001,Whole Year ,Potato,3603.0,31015.0
Bihar,SIWAN,2001,Whole Year ,Sugarcane,5537.0,261127.0
Bihar,SIWAN,2001,Whole Year ,Sweet potato,80.0,1029.0
Bihar,SIWAN,2002,Autumn     ,Maize,11212.0,24101.0
Bihar,SIWAN,2002,Autumn     ,Rice,41830.0,48956.0
Bihar,SIWAN,2002,Kharif     ,Arhar/Tur,3422.0,5177.0
Bihar,SIWAN,2002,Kharif     ,Bajra,20.0,15.0
Bihar,SIWAN,2002,Kharif     ,Mesta,23.0,138.0
Bihar,SIWAN,2002,Kharif     ,Moong(Green Gram),5.0,729.0
Bihar,SIWAN,2002,Kharif     ,Other Kharif pulses,1.0,1.0
Bihar,SIWAN,2002,Kharif     ,Ragi,1491.0,1151.0
Bihar,SIWAN,2002,Kharif     ,Sesamum,140.0,80.0
Bihar,SIWAN,2002,Kharif     ,Small millets,1032.0,779.0
Bihar,SIWAN,2002,Kharif     ,Urad,271.0,201.0
Bihar,SIWAN,2002,Rabi       ,Barley,664.0,807.0
Bihar,SIWAN,2002,Rabi       ,Gram,244.0,246.0
Bihar,SIWAN,2002,Rabi       ,Linseed,169.0,125.0
Bihar,SIWAN,2002,Rabi       ,Maize,4507.0,11317.0
Bihar,SIWAN,2002,Rabi       ,Masoor,536.0,404.0
Bihar,SIWAN,2002,Rabi       ,Other  Rabi pulses,7.0,7.0
Bihar,SIWAN,2002,Rabi       ,Peas & beans (Pulses),1049.0,1036.0
Bihar,SIWAN,2002,Rabi       ,Rapeseed &Mustard,1930.0,1789.0
Bihar,SIWAN,2002,Rabi       ,Wheat,98714.0,193517.0
Bihar,SIWAN,2002,Summer     ,Maize,3279.0,8749.0
Bihar,SIWAN,2002,Summer     ,Moong(Green Gram),1685.0,731.0
Bihar,SIWAN,2002,Summer     ,Rice,286.0,411.0
Bihar,SIWAN,2002,Whole Year ,Banana,100.0,1966.0
Bihar,SIWAN,2002,Whole Year ,Garlic,119.0,176.0
Bihar,SIWAN,2002,Whole Year ,Onion,389.0,3182.0
Bihar,SIWAN,2002,Whole Year ,Potato,3771.0,39640.0
Bihar,SIWAN,2002,Whole Year ,Sannhamp,151.0,93.0
Bihar,SIWAN,2002,Whole Year ,Sugarcane,5802.0,205023.0
Bihar,SIWAN,2002,Whole Year ,Sweet potato,112.0,1136.0
Bihar,SIWAN,2002,Winter     ,Rice,63797.0,81197.0
Bihar,SIWAN,2003,Autumn     ,Rice,42996.0,52557.0
Bihar,SIWAN,2003,Kharif     ,Arhar/Tur,2970.0,7131.0
Bihar,SIWAN,2003,Kharif     ,Bajra,21.0,22.0
Bihar,SIWAN,2003,Kharif     ,Maize,11335.0,17991.0
Bihar,SIWAN,2003,Kharif     ,Mesta,22.0,153.0
Bihar,SIWAN,2003,Kharif     ,Moong(Green Gram),5.0,2.0
Bihar,SIWAN,2003,Kharif     ,Other Kharif pulses,10.0,48.0
Bihar,SIWAN,2003,Kharif     ,Ragi,1425.0,1285.0
Bihar,SIWAN,2003,Kharif     ,Sesamum,133.0,96.0
Bihar,SIWAN,2003,Kharif     ,Small millets,983.0,738.0
Bihar,SIWAN,2003,Kharif     ,Sunflower,1.0,1.0
Bihar,SIWAN,2003,Kharif     ,Urad,276.0,204.0
Bihar,SIWAN,2003,Rabi       ,Barley,642.0,1088.0
Bihar,SIWAN,2003,Rabi       ,Gram,230.0,225.0
Bihar,SIWAN,2003,Rabi       ,Linseed,166.0,130.0
Bihar,SIWAN,2003,Rabi       ,Maize,4137.0,9556.0
Bihar,SIWAN,2003,Rabi       ,Masoor,484.0,452.0
Bihar,SIWAN,2003,Rabi       ,Other  Rabi pulses,1.0,1.0
Bihar,SIWAN,2003,Rabi       ,Peas & beans (Pulses),946.0,884.0
Bihar,SIWAN,2003,Rabi       ,Rapeseed &Mustard,2028.0,2107.0
Bihar,SIWAN,2003,Rabi       ,Wheat,84459.0,181132.0
Bihar,SIWAN,2003,Summer     ,Maize,3083.0,12466.0
Bihar,SIWAN,2003,Summer     ,Moong(Green Gram),1553.0,902.0
Bihar,SIWAN,2003,Whole Year ,Banana,92.0,1523.0
Bihar,SIWAN,2003,Whole Year ,Coriander,1.0,1.0
Bihar,SIWAN,2003,Whole Year ,Dry chillies,1.0,1.0
Bihar,SIWAN,2003,Whole Year ,Garlic,106.0,159.0
Bihar,SIWAN,2003,Whole Year ,Onion,409.0,3382.0
Bihar,SIWAN,2003,Whole Year ,Potato,3607.0,31653.0
Bihar,SIWAN,2003,Whole Year ,Sannhamp,144.0,103.0
Bihar,SIWAN,2003,Whole Year ,Sugarcane,5305.0,204956.0
Bihar,SIWAN,2003,Whole Year ,Sweet potato,114.0,1590.0
Bihar,SIWAN,2003,Winter     ,Rice,62040.0,69830.0
Bihar,SIWAN,2004,Autumn     ,Rice,46737.0,49648.0
Bihar,SIWAN,2004,Kharif     ,Arhar/Tur,2261.0,2853.0
Bihar,SIWAN,2004,Kharif     ,Bajra,63.0,68.0
Bihar,SIWAN,2004,Kharif     ,Dry ginger,1.0,2.0
Bihar,SIWAN,2004,Kharif     ,Jowar,25.0,25.0
Bihar,SIWAN,2004,Kharif     ,Maize,11579.0,15204.0
Bihar,SIWAN,2004,Kharif     ,Mesta,10.0,80.0
Bihar,SIWAN,2004,Kharif     ,Moong(Green Gram),16.0,6.0
Bihar,SIWAN,2004,Kharif     ,Other Kharif pulses,16.0,9.0
Bihar,SIWAN,2004,Kharif     ,Ragi,1236.0,1192.0
Bihar,SIWAN,2004,Kharif     ,Sesamum,87.0,67.0
Bihar,SIWAN,2004,Kharif     ,Small millets,566.0,430.0
Bihar,SIWAN,2004,Kharif     ,Sunflower,4.0,4.0
Bihar,SIWAN,2004,Kharif     ,Urad,408.0,298.0
Bihar,SIWAN,2004,Rabi       ,Barley,373.0,558.0
Bihar,SIWAN,2004,Rabi       ,Gram,100.0,83.0
Bihar,SIWAN,2004,Rabi       ,Khesari,29.0,20.0
Bihar,SIWAN,2004,Rabi       ,Linseed,111.0,94.0
Bihar,SIWAN,2004,Rabi       ,Maize,4072.0,9223.0
Bihar,SIWAN,2004,Rabi       ,Masoor,449.0,319.0
Bihar,SIWAN,2004,Rabi       ,Peas & beans (Pulses),968.0,852.0
Bihar,SIWAN,2004,Rabi       ,Rapeseed &Mustard,2269.0,3016.0
Bihar,SIWAN,2004,Rabi       ,Wheat,85638.0,179321.0
Bihar,SIWAN,2004,Summer     ,Maize,2504.0,8371.0
Bihar,SIWAN,2004,Summer     ,Moong(Green Gram),1541.0,576.0
Bihar,SIWAN,2004,Summer     ,Rice,133.0,194.0
Bihar,SIWAN,2004,Whole Year ,Banana,87.0,1115.0
Bihar,SIWAN,2004,Whole Year ,Coriander,6.0,4.0
Bihar,SIWAN,2004,Whole Year ,Dry chillies,18.0,13.0
Bihar,SIWAN,2004,Whole Year ,Dry ginger,1.0,2.0
Bihar,SIWAN,2004,Whole Year ,Garlic,119.0,179.0
Bihar,SIWAN,2004,Whole Year ,Onion,380.0,2930.0
Bihar,SIWAN,2004,Whole Year ,Potato,3462.0,29411.0
Bihar,SIWAN,2004,Whole Year ,Sannhamp,185.0,126.0
Bihar,SIWAN,2004,Whole Year ,Sugarcane,4989.0,178224.0
Bihar,SIWAN,2004,Whole Year ,Sweet potato,49.0,654.0
Bihar,SIWAN,2004,Whole Year ,Tobacco,128.0,149.0
Bihar,SIWAN,2004,Whole Year ,Turmeric,9.0,9.0
Bihar,SIWAN,2004,Winter     ,Rice,66191.0,59865.0
Bihar,SIWAN,2005,Autumn     ,Rice,43766.0,37386.0
Bihar,SIWAN,2005,Kharif     ,Arhar/Tur,1997.0,2506.0
Bihar,SIWAN,2005,Kharif     ,Bajra,26.0,28.0
Bihar,SIWAN,2005,Kharif     ,Castor seed,1.0,1.0
Bihar,SIWAN,2005,Kharif     ,Jute,3811.0,38660.0
Bihar,SIWAN,2005,Kharif     ,Maize,10434.0,13584.0
Bihar,SIWAN,2005,Kharif     ,Mesta,453.0,4460.0
Bihar,SIWAN,2005,Kharif     ,Moong(Green Gram),170.0,92.0
Bihar,SIWAN,2005,Kharif     ,Other Kharif pulses,28.0,16.0
Bihar,SIWAN,2005,Kharif     ,Ragi,898.0,797.0
Bihar,SIWAN,2005,Kharif     ,Sesamum,64.0,51.0
Bihar,SIWAN,2005,Kharif     ,Small millets,740.0,549.0
Bihar,SIWAN,2005,Kharif     ,Sunflower,4.0,4.0
Bihar,SIWAN,2005,Kharif     ,Urad,411.0,312.0
Bihar,SIWAN,2005,Rabi       ,Barley,383.0,525.0
Bihar,SIWAN,2005,Rabi       ,Gram,84.0,79.0
Bihar,SIWAN,2005,Rabi       ,Khesari,15.0,12.0
Bihar,SIWAN,2005,Rabi       ,Linseed,107.0,92.0
Bihar,SIWAN,2005,Rabi       ,Maize,4514.0,14860.0
Bihar,SIWAN,2005,Rabi       ,Masoor,223.0,165.0
Bihar,SIWAN,2005,Rabi       ,Other  Rabi pulses,1.0,1.0
Bihar,SIWAN,2005,Rabi       ,Peas & beans (Pulses),732.0,673.0
Bihar,SIWAN,2005,Rabi       ,Rapeseed &Mustard,313.0,289.0
Bihar,SIWAN,2005,Rabi       ,Wheat,95397.0,160203.0
Bihar,SIWAN,2005,Summer     ,Maize,3572.0,5747.0
Bihar,SIWAN,2005,Summer     ,Moong(Green Gram),1725.0,499.0
Bihar,SIWAN,2005,Summer     ,Rice,133.0,194.0
Bihar,SIWAN,2005,Whole Year ,Banana,68.0,1043.0
Bihar,SIWAN,2005,Whole Year ,Coriander,17.0,13.0
Bihar,SIWAN,2005,Whole Year ,Dry chillies,17.0,16.0
Bihar,SIWAN,2005,Whole Year ,Dry ginger,52.0,78.0
Bihar,SIWAN,2005,Whole Year ,Garlic,101.0,149.0
Bihar,SIWAN,2005,Whole Year ,Onion,353.0,2217.0
Bihar,SIWAN,2005,Whole Year ,Potato,3390.0,23976.0
Bihar,SIWAN,2005,Whole Year ,Sannhamp,171.0,139.0
Bihar,SIWAN,2005,Whole Year ,Sugarcane,3775.0,135391.0
Bihar,SIWAN,2005,Whole Year ,Sweet potato,55.0,860.0
Bihar,SIWAN,2005,Whole Year ,Tobacco,13.0,15.0
Bihar,SIWAN,2005,Whole Year ,Turmeric,11.0,11.0
Bihar,SIWAN,2005,Winter     ,Rice,67407.0,65302.0
Bihar,SIWAN,2006,Autumn     ,Rice,32799.0,34184.0
Bihar,SIWAN,2006,Kharif     ,Arhar/Tur,2256.0,1638.0
Bihar,SIWAN,2006,Kharif     ,Bajra,27.0,29.0
Bihar,SIWAN,2006,Kharif     ,Maize,12011.0,17300.0
Bihar,SIWAN,2006,Kharif     ,Mesta,16.0,134.0
Bihar,SIWAN,2006,Kharif     ,Moong(Green Gram),9.0,5.0
Bihar,SIWAN,2006,Kharif     ,Ragi,899.0,699.0
Bihar,SIWAN,2006,Kharif     ,Sannhamp,170.0,140.0
Bihar,SIWAN,2006,Kharif     ,Sesamum,88.0,68.0
Bihar,SIWAN,2006,Kharif     ,Urad,251.0,194.0
Bihar,SIWAN,2006,Rabi       ,Barley,1244.0,1327.0
Bihar,SIWAN,2006,Rabi       ,Gram,59.0,50.0
Bihar,SIWAN,2006,Rabi       ,Khesari,10.0,8.0
Bihar,SIWAN,2006,Rabi       ,Linseed,44.0,37.0
Bihar,SIWAN,2006,Rabi       ,Maize,4095.0,15987.0
Bihar,SIWAN,2006,Rabi       ,Masoor,371.0,269.0
Bihar,SIWAN,2006,Rabi       ,Peas & beans (Pulses),988.0,919.0
Bihar,SIWAN,2006,Rabi       ,Rapeseed &Mustard,1926.0,1980.0
Bihar,SIWAN,2006,Rabi       ,Sunflower,1.0,1.0
Bihar,SIWAN,2006,Rabi       ,Wheat,91888.0,191136.0
Bihar,SIWAN,2006,Summer     ,Maize,3304.0,10925.0
Bihar,SIWAN,2006,Summer     ,Moong(Green Gram),1627.0,1757.0
Bihar,SIWAN,2006,Winter     ,Rice,73991.0,114275.0
Bihar,SIWAN,2007,Autumn     ,Maize,12592.0,7663.0
Bihar,SIWAN,2007,Autumn     ,Rice,27838.0,20825.0
Bihar,SIWAN,2007,Kharif     ,Arhar/Tur,1661.0,1561.0
Bihar,SIWAN,2007,Kharif     ,Bajra,15.0,17.0
Bihar,SIWAN,2007,Kharif     ,Mesta,18.0,167.0
Bihar,SIWAN,2007,Kharif     ,Moong(Green Gram),10.0,5.0
Bihar,SIWAN,2007,Kharif     ,Other Kharif pulses,6.0,3.0
Bihar,SIWAN,2007,Kharif     ,Ragi,720.0,526.0
Bihar,SIWAN,2007,Kharif     ,Sannhamp,201.0,844.44
Bihar,SIWAN,2007,Kharif     ,Sesamum,95.0,68.0
Bihar,SIWAN,2007,Kharif     ,Small millets,595.0,441.0
Bihar,SIWAN,2007,Kharif     ,Urad,208.0,164.0
Bihar,SIWAN,2007,Rabi       ,Barley,178.0,262.0
Bihar,SIWAN,2007,Rabi       ,Gram,171.0,384.0
Bihar,SIWAN,2007,Rabi       ,Khesari,16.0,13.0
Bihar,SIWAN,2007,Rabi       ,Linseed,35.0,29.0
Bihar,SIWAN,2007,Rabi       ,Maize,3693.0,12298.0
Bihar,SIWAN,2007,Rabi       ,Masoor,212.0,169.0
Bihar,SIWAN,2007,Rabi       ,Other  Rabi pulses,34.0,25.0
Bihar,SIWAN,2007,Rabi       ,Peas & beans (Pulses),826.0,890.0
Bihar,SIWAN,2007,Rabi       ,Rapeseed &Mustard,2092.0,2063.0
Bihar,SIWAN,2007,Rabi       ,Sunflower,23.0,35.0
Bihar,SIWAN,2007,Rabi       ,Wheat,97587.0,240846.0
Bihar,SIWAN,2007,Summer     ,Maize,4080.0,7161.0
Bihar,SIWAN,2007,Summer     ,Moong(Green Gram),1366.0,361.0
Bihar,SIWAN,2007,Summer     ,Rice,90.0,148.0
Bihar,SIWAN,2007,Whole Year ,Banana,66.0,863.0
Bihar,SIWAN,2007,Whole Year ,Dry chillies,2.0,3.0
Bihar,SIWAN,2007,Whole Year ,Garlic,122.0,176.0
Bihar,SIWAN,2007,Whole Year ,Onion,263.0,2291.0
Bihar,SIWAN,2007,Whole Year ,Potato,3862.0,33530.0
Bihar,SIWAN,2007,Whole Year ,Sugarcane,3197.0,103550.0
Bihar,SIWAN,2007,Whole Year ,Sweet potato,40.0,530.0
Bihar,SIWAN,2007,Whole Year ,Tobacco,58.0,98.0
Bihar,SIWAN,2007,Whole Year ,Turmeric,17.0,17.0
Bihar,SIWAN,2007,Winter     ,Rice,84413.0,89746.0
Bihar,SIWAN,2008,Autumn     ,Maize,8677.0,3294.0
Bihar,SIWAN,2008,Autumn     ,Rice,26991.0,33600.0
Bihar,SIWAN,2008,Kharif     ,Arhar/Tur,1660.0,873.0
Bihar,SIWAN,2008,Kharif     ,Bajra,20.0,24.0
Bihar,SIWAN,2008,Kharif     ,Mesta,15.0,130.0
Bihar,SIWAN,2008,Kharif     ,Moong(Green Gram),4.0,2.0
Bihar,SIWAN,2008,Kharif     ,Potato,261.0,1958.0
Bihar,SIWAN,2008,Kharif     ,Ragi,588.0,245.0
Bihar,SIWAN,2008,Kharif     ,Sannhamp,122.0,511.11
Bihar,SIWAN,2008,Kharif     ,Sesamum,15.0,12.0
Bihar,SIWAN,2008,Kharif     ,Small millets,721.0,543.0
Bihar,SIWAN,2008,Kharif     ,Sweet potato,33.0,448.0
Bihar,SIWAN,2008,Kharif     ,Urad,133.0,100.0
Bihar,SIWAN,2008,Rabi       ,Barley,157.0,172.0
Bihar,SIWAN,2008,Rabi       ,Gram,68.0,116.0
Bihar,SIWAN,2008,Rabi       ,Linseed,27.0,23.0
Bihar,SIWAN,2008,Rabi       ,Maize,4392.0,8766.0
Bihar,SIWAN,2008,Rabi       ,Masoor,254.0,206.0
Bihar,SIWAN,2008,Rabi       ,Other  Rabi pulses,44.0,33.0
Bihar,SIWAN,2008,Rabi       ,Peas & beans (Pulses),758.0,729.0
Bihar,SIWAN,2008,Rabi       ,Potato,3806.0,24701.0
Bihar,SIWAN,2008,Rabi       ,Rapeseed &Mustard,1881.0,2417.0
Bihar,SIWAN,2008,Rabi       ,Sunflower,23.0,35.0
Bihar,SIWAN,2008,Rabi       ,Sweet potato,10.0,147.0
Bihar,SIWAN,2008,Rabi       ,Wheat,95441.0,208704.0
Bihar,SIWAN,2008,Summer     ,Maize,3433.0,11228.0
Bihar,SIWAN,2008,Summer     ,Moong(Green Gram),1573.0,1054.0
Bihar,SIWAN,2008,Summer     ,Rice,91.0,155.0
Bihar,SIWAN,2008,Whole Year ,Dry chillies,5.0,7.0
Bihar,SIWAN,2008,Whole Year ,Garlic,123.0,196.0
Bihar,SIWAN,2008,Whole Year ,Onion,350.0,3259.0
Bihar,SIWAN,2008,Whole Year ,Sugarcane,2723.0,120213.0
Bihar,SIWAN,2008,Whole Year ,Turmeric,2.0,2.0
Bihar,SIWAN,2008,Winter     ,Rice,83184.0,107993.0
Bihar,SIWAN,2009,Autumn     ,Maize,8675.0,28438.0
Bihar,SIWAN,2009,Autumn     ,Rice,25898.0,2974.0
Bihar,SIWAN,2009,Kharif     ,Arhar/Tur,1640.0,1166.0
Bihar,SIWAN,2009,Kharif     ,Bajra,20.0,22.0
Bihar,SIWAN,2009,Kharif     ,Horse-gram,3.0,3.0
Bihar,SIWAN,2009,Kharif     ,Mesta,15.0,108.0
Bihar,SIWAN,2009,Kharif     ,Moong(Green Gram),4.0,3.0
Bihar,SIWAN,2009,Kharif     ,Other Kharif pulses,3.0,3.0
Bihar,SIWAN,2009,Kharif     ,Ragi,588.0,183.0
Bihar,SIWAN,2009,Kharif     ,Sannhamp,122.0,99.0
Bihar,SIWAN,2009,Kharif     ,Small millets,623.0,475.0
Bihar,SIWAN,2009,Kharif     ,Urad,133.0,132.0
Bihar,SIWAN,2009,Rabi       ,Barley,181.0,205.0
Bihar,SIWAN,2009,Rabi       ,Gram,173.0,235.0
Bihar,SIWAN,2009,Rabi       ,Khesari,16.0,17.0
Bihar,SIWAN,2009,Rabi       ,Linseed,304.0,257.0
Bihar,SIWAN,2009,Rabi       ,Maize,3719.0,12559.0
Bihar,SIWAN,2009,Rabi       ,Masoor,223.0,199.0
Bihar,SIWAN,2009,Rabi       ,Other  Rabi pulses,34.0,25.0
Bihar,SIWAN,2009,Rabi       ,Peas & beans (Pulses),829.0,830.0
Bihar,SIWAN,2009,Rabi       ,Rapeseed &Mustard,1826.0,1914.0
Bihar,SIWAN,2009,Rabi       ,Wheat,97490.0,266255.0
Bihar,SIWAN,2009,Summer     ,Maize,3906.0,6174.0
Bihar,SIWAN,2009,Summer     ,Moong(Green Gram),1350.0,371.0
Bihar,SIWAN,2009,Summer     ,Rice,90.0,176.0
Bihar,SIWAN,2009,Whole Year ,Sugarcane,2519.0,117226.0
Bihar,SIWAN,2009,Whole Year ,Tobacco,58.0,108.0
Bihar,SIWAN,2009,Winter     ,Rice,83192.0,5352.0
Bihar,SIWAN,2010,Autumn     ,Maize,12324.0,21913.0
Bihar,SIWAN,2010,Autumn     ,Rice,21982.0,17101.0
Bihar,SIWAN,2010,Kharif     ,Arhar/Tur,1183.0,2031.0
Bihar,SIWAN,2010,Kharif     ,Bajra,73.0,82.0
Bihar,SIWAN,2010,Kharif     ,Jowar,29.0,31.0
Bihar,SIWAN,2010,Kharif     ,Mesta,18.0,152.0
Bihar,SIWAN,2010,Kharif     ,Other Kharif pulses,25.0,18.0
Bihar,SIWAN,2010,Kharif     ,Ragi,754.0,648.0
Bihar,SIWAN,2010,Kharif     ,Sesamum,25.0,20.0
Bihar,SIWAN,2010,Kharif     ,Small millets,91.0,69.0
Bihar,SIWAN,2010,Kharif     ,Urad,182.0,159.0
Bihar,SIWAN,2010,Rabi       ,Barley,116.0,154.0
Bihar,SIWAN,2010,Rabi       ,Gram,50.0,41.0
Bihar,SIWAN,2010,Rabi       ,Linseed,28.0,23.0
Bihar,SIWAN,2010,Rabi       ,Maize,4892.0,10474.0
Bihar,SIWAN,2010,Rabi       ,Masoor,498.0,468.0
Bihar,SIWAN,2010,Rabi       ,Other  Rabi pulses,19.0,14.0
Bihar,SIWAN,2010,Rabi       ,Peas & beans (Pulses),832.0,861.0
Bihar,SIWAN,2010,Rabi       ,Rapeseed &Mustard,2079.0,2551.0
Bihar,SIWAN,2010,Rabi       ,Wheat,94471.0,190062.0
Bihar,SIWAN,2010,Summer     ,Maize,3868.0,10633.0
Bihar,SIWAN,2010,Summer     ,Moong(Green Gram),1091.0,947.0
Bihar,SIWAN,2010,Whole Year ,Sugarcane,5778.0,267105.0
Bihar,SIWAN,2010,Whole Year ,Tobacco,93.0,166.0
Bihar,SIWAN,2010,Winter     ,Rice,65639.0,61884.0
Bihar,SIWAN,2011,Autumn     ,Maize,9163.0,22092.0
Bihar,SIWAN,2011,Autumn     ,Rice,29219.0,45854.0
Bihar,SIWAN,2011,Kharif     ,Arhar/Tur,1343.0,2482.0
Bihar,SIWAN,2011,Kharif     ,Bajra,108.0,122.0
Bihar,SIWAN,2011,Kharif     ,Moong(Green Gram),1.0,1.0
Bihar,SIWAN,2011,Kharif     ,Ragi,418.0,764.0
Bihar,SIWAN,2011,Kharif     ,Sesamum,10.0,9.0
Bihar,SIWAN,2011,Kharif     ,Small millets,237.0,180.0
Bihar,SIWAN,2011,Kharif     ,Urad,88.0,78.0
Bihar,SIWAN,2011,Rabi       ,Barley,90.0,139.0
Bihar,SIWAN,2011,Rabi       ,Gram,55.0,71.0
Bihar,SIWAN,2011,Rabi       ,Linseed,11.0,10.0
Bihar,SIWAN,2011,Rabi       ,Maize,3574.0,14117.0
Bihar,SIWAN,2011,Rabi       ,Masoor,829.0,844.0
Bihar,SIWAN,2011,Rabi       ,Other  Rabi pulses,47.0,52.0
Bihar,SIWAN,2011,Rabi       ,Peas & beans (Pulses),722.0,744.0
Bihar,SIWAN,2011,Rabi       ,Rapeseed &Mustard,2519.0,3149.0
Bihar,SIWAN,2011,Rabi       ,Wheat,90084.0,270502.0
Bihar,SIWAN,2011,Summer     ,Maize,3541.0,13241.0
Bihar,SIWAN,2011,Summer     ,Moong(Green Gram),1264.0,1210.0
Bihar,SIWAN,2011,Whole Year ,Tobacco,112.0,211.0
Bihar,SIWAN,2011,Winter     ,Rice,74099.0,151507.0
Bihar,SIWAN,2012,Autumn     ,Maize,11651.0,29282.0
Bihar,SIWAN,2012,Autumn     ,Rice,30915.0,61901.0
Bihar,SIWAN,2012,Kharif     ,Arhar/Tur,1191.0,3112.0
Bihar,SIWAN,2012,Kharif     ,Bajra,95.0,108.0
Bihar,SIWAN,2012,Kharif     ,Mesta,18.0,42.0
Bihar,SIWAN,2012,Kharif     ,Moong(Green Gram),17.0,10.0
Bihar,SIWAN,2012,Kharif     ,Other Kharif pulses,118.0,89.0
Bihar,SIWAN,2012,Kharif     ,Ragi,594.0,723.0
Bihar,SIWAN,2012,Kharif     ,Sannhamp,152.0,122.0
Bihar,SIWAN,2012,Kharif     ,Sesamum,2.0,2.0
Bihar,SIWAN,2012,Kharif     ,Small millets,181.0,137.0
Bihar,SIWAN,2012,Kharif     ,Urad,131.0,119.0
Bihar,SIWAN,2012,Rabi       ,Barley,117.0,171.0
Bihar,SIWAN,2012,Rabi       ,Gram,50.0,70.0
Bihar,SIWAN,2012,Rabi       ,Linseed,29.0,25.0
Bihar,SIWAN,2012,Rabi       ,Maize,4928.0,9925.0
Bihar,SIWAN,2012,Rabi       ,Masoor,505.0,579.0
Bihar,SIWAN,2012,Rabi       ,Other  Rabi pulses,19.0,21.0
Bihar,SIWAN,2012,Rabi       ,Peas & beans (Pulses),834.0,868.0
Bihar,SIWAN,2012,Rabi       ,Rapeseed &Mustard,2107.0,3725.0
Bihar,SIWAN,2012,Rabi       ,Wheat,94839.0,314201.0
Bihar,SIWAN,2012,Summer     ,Maize,3453.0,9898.0
Bihar,SIWAN,2012,Summer     ,Moong(Green Gram),945.0,611.0
Bihar,SIWAN,2012,Summer     ,Rice,9.0,21.0
Bihar,SIWAN,2012,Whole Year ,Sugarcane,2642.0,94616.0
Bihar,SIWAN,2012,Whole Year ,Tobacco,93.0,176.0
Bihar,SIWAN,2012,Winter     ,Rice,72206.0,160728.0
Bihar,SIWAN,2013,Autumn     ,Maize,13209.0,34374.0
Bihar,SIWAN,2013,Autumn     ,Rice,29007.0,45157.0
Bihar,SIWAN,2013,Kharif     ,Arhar/Tur,1152.0,1385.0
Bihar,SIWAN,2013,Kharif     ,Bajra,96.0,109.0
Bihar,SIWAN,2013,Kharif     ,Mesta,17.0,259.0
Bihar,SIWAN,2013,Kharif     ,Moong(Green Gram),17.0,10.0
Bihar,SIWAN,2013,Kharif     ,Other Kharif pulses,116.0,88.0
Bihar,SIWAN,2013,Kharif     ,Ragi,584.0,499.0
Bihar,SIWAN,2013,Kharif     ,Sannhamp,54.0,43.0
Bihar,SIWAN,2013,Kharif     ,Sesamum,10.0,9.0
Bihar,SIWAN,2013,Kharif     ,Small millets,199.0,150.0
Bihar,SIWAN,2013,Kharif     ,Urad,124.0,113.0
Bihar,SIWAN,2013,Rabi       ,Barley,124.0,173.0
